City Name,Country,Latitude,Longitude,Date,Temp,Humidity,Cloud Coverage,Wind Speed
Vilsbiburg,DE,48.45,12.36,1570736273,51.01,87,20,4.7
Yima,CN,34.75,111.87,1570736273,61.12,68,81,4.69
Rundu,NA,-17.91,19.77,1570736273,80.6,36,100,5.82
Curaca,BR,-8.99,-39.91,1570736274,86.74,37,70,22.02
Hamilton,CA,43.26,-79.87,1570736274,64.0,59,75,17.22
Cap Malheureux,MU,-19.98,57.61,1570736274,73.99,64,75,14.99
Belogorsk,RU,50.92,128.47,1570736274,28.17,69,44,10.02
Waingapu,ID,-9.65,120.26,1570736275,78.13,83,0,6.16
Saint-Augustin,CA,45.63,-73.98,1570736275,66.0,34,75,10.29
Hambantota,LK,6.12,81.12,1570736275,77.0,100,20,5.82
Kedrovyy,RU,56.17,91.82,1570736275,23.67,60,0,9.1
Muros,ES,42.77,-9.06,1570736275,66.99,93,7,3.36
Ahtopol,BG,42.1,27.94,1570736276,66.0,77,99,6.93
Kuala Terengganu,MY,5.33,103.14,1570736276,77.0,94,75,3.93
Baie-Saint-Paul,CA,47.44,-70.51,1570736276,60.01,72,100,1.01
Brae,GB,60.4,-1.35,1570736276,50.0,70,52,19.46
Shevchenkove,UA,49.7,37.18,1570736276,57.2,67,75,6.71
Teeli,RU,51.01,90.2,1570736277,33.28,79,0,1.38
Bemidji,US,47.48,-94.89,1570736277,53.6,100,90,9.17
Ambulu,ID,-8.35,113.61,1570736277,75.6,84,31,4.87
Broome,GB,52.47,1.45,1570736277,57.99,71,20,10.29
Nola,CF,3.52,16.05,1570736277,70.18,92,8,0.57
Wahiawa,US,21.5,-158.02,1570736278,86.0,78,75,10.78
Vrangel,RU,42.73,133.08,1570736278,57.33,88,0,7.19
Boda,CF,4.32,17.47,1570736278,69.75,91,0,1.25
Faanui,PF,-16.48,-151.75,1570736278,75.88,79,100,15.9
Narsaq,GL,60.91,-46.05,1570736278,39.2,60,5,2.24
Honiara,SB,-9.43,159.96,1570736279,75.2,94,20,1.97
Atar,MR,20.52,-13.05,1570736279,96.8,18,78,11.41
Sayyan,YE,15.17,44.32,1570736279,60.22,45,16,5.94
Amfissa,GR,38.53,22.38,1570736279,66.99,88,85,1.63
Praia,BR,-20.25,-43.81,1570736280,80.6,54,100,6.93
Harper,US,30.3,-99.24,1570736280,91.99,45,40,12.75
Bela,PK,26.23,66.31,1570736280,81.21,70,0,6.62
Tak,TH,16.87,99.12,1570736280,71.08,94,100,4.0
Ancud,CL,-41.87,-73.83,1570736280,53.6,100,90,11.41
Portland,US,43.66,-70.25,1570736141,60.01,44,90,11.41
Maracay,VE,10.25,-67.6,1570736341,73.04,91,100,2.94
Shiraz,IR,29.61,52.54,1570736341,69.8,37,40,2.83
Pitea,SE,65.32,21.48,1570736341,37.99,100,90,2.24
Eyrarbakki,IS,63.86,-21.15,1570736341,42.8,87,75,25.28
Port Antonio,JM,18.18,-76.45,1570736342,87.8,62,20,23.04
Abhar,IR,36.14,49.22,1570736342,49.8,74,0,3.66
Gazanjyk,TM,39.24,55.52,1570736342,61.39,48,10,8.96
Sorland,NO,67.67,12.69,1570736342,30.2,86,100,9.31
Paamiut,GL,61.99,-49.67,1570736343,37.67,67,19,11.25
Nemuro,JP,43.32,145.57,1570736343,60.04,88,100,9.69
La Ciotat,FR,43.17,5.6,1570736343,66.2,45,0,13.87
Nhlangano,SZ,-27.11,31.2,1570736343,50.97,85,100,3.68
Tashla,RU,53.71,49.75,1570736344,45.59,77,92,7.98
Clyde River,CA,70.47,-68.59,1570736344,37.4,86,75,12.75
Zhigansk,RU,66.77,123.37,1570736344,16.84,90,1,21.84
Port Hardy,CA,50.7,-127.42,1570736344,44.6,75,75,9.17
Timbuktu,ML,16.77,-3.01,1570736345,97.05,25,62,14.2
Gidam,IN,18.98,81.4,1570736345,69.31,95,100,2.47
Grand Island,US,40.92,-98.34,1570736345,37.4,86,90,25.28
Drezdenko,PL,52.84,15.83,1570736345,48.34,87,33,8.82
Ignalina,LT,55.34,26.16,1570736345,47.66,96,100,8.83
Superior,US,39.95,-105.17,1570736345,34.0,73,90,11.62
Batangafo,CF,7.3,18.29,1570736346,73.0,91,80,0.8
Lasa,CY,34.92,32.53,1570736346,77.0,88,20,6.93
Karaton,ID,-6.34,106.1,1570736346,80.6,74,40,4.7
Cootamundra,AU,-34.64,148.03,1570736347,50.0,75,100,5.99
Ginir,ET,7.14,40.71,1570736347,57.72,94,97,2.96
Innisfail,AU,-17.52,146.03,1570736347,72.12,76,77,0.65
Praia da Vitoria,PT,38.73,-27.07,1570736347,69.8,73,20,15.18
Tairua,NZ,-37.02,175.85,1570736348,61.0,93,100,1.01
Santa Elena,EC,-2.23,-80.86,1570736348,71.6,88,90,5.82
Pa Daet,TH,19.5,99.99,1570736348,77.0,88,75,1.46
Ghanzi,BW,-21.7,21.65,1570736348,74.64,42,100,20.83
Mozarlandia,BR,-14.74,-50.57,1570736348,85.89,55,11,2.13
Mahon,IE,51.89,-8.4,1570736349,57.0,93,75,19.46
Mandiana,GN,10.62,-8.7,1570736349,76.46,78,100,4.67
Novopavlovka,KG,42.87,74.49,1570736349,59.11,33,100,6.44
Katsuura,JP,33.93,134.5,1570736349,69.8,83,75,6.93
Corcoran,US,36.1,-119.56,1570736350,73.0,18,0,5.38
Bordighera,IT,43.79,7.66,1570736350,66.2,77,1,3.36
Guantanamo,BO,-16.14,-62.05,1570736350,95.0,39,40,6.65
Barentu,ER,15.11,37.59,1570736350,79.16,54,98,3.76
Kununurra,AU,-15.77,128.74,1570736350,66.2,55,100,4.7
Muzhi,RU,65.4,64.7,1570736350,33.01,95,89,7.65
Atambua,ID,-9.11,124.89,1570736351,67.89,59,20,2.15
Kolpashevo,RU,58.31,82.9,1570736351,29.34,65,96,7.88
Soma,JP,37.8,140.92,1570736351,59.0,65,100,8.54
Yelizovo,RU,53.19,158.38,1570736351,44.6,75,20,13.42
Havre-Saint-Pierre,CA,50.23,-63.6,1570736352,60.8,36,1,5.82
Kapiri Mposhi,ZM,-13.97,28.68,1570736352,75.85,27,61,7.79
Tokur,RU,53.13,132.9,1570736352,22.84,84,86,5.59
Jalu,LY,29.03,21.55,1570736352,77.38,43,95,10.18
Pereleshinskiy,RU,51.71,40.2,1570736412,50.07,60,100,13.48
Sinnamary,GF,5.38,-52.96,1570736412,81.99,76,6,19.41
Maldonado,UY,-34.91,-54.96,1570736413,80.6,51,75,3.36
Nouadhibou,MR,20.93,-17.03,1570736413,77.0,57,20,12.75
Ust-Nera,RU,64.57,143.24,1570736413,10.72,93,81,9.78
Rincon,PA,8.46,-82.28,1570736413,86.0,74,40,12.75
Clara,IE,53.34,-7.61,1570736414,55.0,87,100,14.0
Calama,CL,-22.46,-68.93,1570736414,77.0,6,0,24.16
Rusape,ZW,-18.53,32.12,1570736414,66.96,65,73,12.65
Korsakov,RU,46.63,142.78,1570736414,57.2,87,75,11.18
Shakawe,BW,-18.36,21.84,1570736414,70.9,64,100,5.51
Corrente,BR,-17.45,-44.68,1570736415,80.87,38,42,9.26
Toora-Khem,RU,52.47,96.11,1570736415,22.28,65,0,1.85
Graaff-Reinet,ZA,-32.25,24.53,1570736415,54.91,68,0,8.52
Yantai,CN,37.53,121.39,1570736415,62.08,79,82,5.66
Richards Bay,ZA,-28.77,32.06,1570736415,66.94,65,61,14.66
Porto Velho,BR,-8.75,-63.87,1570736416,87.8,58,40,4.7
Abha,SA,18.22,42.5,1570736416,69.8,24,40,10.29
Nicoya,CR,10.15,-85.45,1570736416,87.8,66,40,6.93
Padang,ID,-0.92,100.36,1570736416,65.93,93,88,2.92
Machala,EC,-3.26,-79.96,1570736416,89.6,78,90,6.93
Kirakira,SB,-10.46,161.92,1570736417,79.2,79,75,4.68
Niquelandia,BR,-14.47,-48.46,1570736417,82.09,50,76,2.44
Narrabri,AU,-30.33,149.78,1570736417,55.4,54,3,8.05
Bathsheba,BB,13.22,-59.52,1570736417,87.8,62,40,11.41
Tutoia,BR,-2.76,-42.27,1570736417,86.0,66,2,20.8
Richmond,CA,49.16,-123.14,1570736417,53.01,61,20,5.82
Calderitas,MX,18.55,-88.26,1570736418,89.6,66,75,8.05
Belorechensk,RU,44.77,39.87,1570736418,57.02,75,0,6.51
Palm City,PK,33.58,73.11,1570736418,70.0,72,0,4.7
Guadalupe y Calvo,MX,26.09,-106.96,1570736418,70.7,41,0,7.75
Chapais,CA,49.78,-74.86,1570736419,62.6,48,1,5.82
Awbari,LY,26.59,12.77,1570736419,73.22,34,0,6.97
Tenenkou,ML,14.46,-4.91,1570736419,94.98,24,44,7.2
Tomatlan,MX,19.93,-105.25,1570736419,84.16,74,100,5.65
Pingliang,CN,35.54,106.68,1570736419,44.49,51,100,2.77
Limot,PH,7.04,126.27,1570736419,77.0,83,75,2.24
Casper,US,42.87,-106.31,1570736420,23.0,67,90,6.93
Constitucion,MX,23.99,-104.67,1570736420,79.0,31,40,3.36
Pacific Grove,US,36.62,-121.92,1570736420,75.99,16,1,5.82
Itupiranga,BR,-5.13,-49.33,1570736420,96.8,39,20,3.36
Papara,BR,-3.98,-38.73,1570736421,84.2,62,9,17.22
Guane,CU,22.2,-84.09,1570736421,84.45,73,75,11.34
Dixon,US,38.45,-121.82,1570736421,75.0,11,1,17.22
Sioux Lookout,CA,50.1,-91.92,1570736421,50.0,93,90,6.93
Petropavlovka,RU,50.61,105.32,1570736422,19.62,66,6,2.11
Manitouwadge,CA,49.12,-85.84,1570736422,60.8,63,75,8.05
Westport,US,41.14,-73.36,1570736422,71.6,32,90,23.04
Te Anau,NZ,-45.41,167.72,1570736422,41.45,93,100,10.46
Denpasar,ID,-8.65,115.22,1570736422,71.13,91,34,4.22
Isla Vista,US,34.41,-119.86,1570736423,81.0,43,1,4.7
El Cortezo,PA,8.35,-80.6,1570736423,84.2,74,40,4.7
Puerto Cabezas,NI,14.04,-83.39,1570736423,77.0,94,75,16.11
Novyy Urengoy,RU,66.08,76.63,1570736423,39.96,76,100,20.51
Mocuba,MZ,-16.84,36.99,1570736424,82.71,56,89,4.73
Stellenbosch,ZA,-33.93,18.87,1570736484,61.0,72,67,10.29
Labuhan,ID,-2.54,115.51,1570736484,73.89,85,81,0.89
Fulton,US,38.85,-91.95,1570736484,64.99,100,90,9.17
Eirunepe,BR,-6.66,-69.87,1570736484,89.98,47,68,3.01
The Pas,CA,53.82,-101.24,1570736485,37.4,51,75,2.24
Misratah,LY,32.38,15.09,1570736485,75.43,72,0,8.26
Hirado,JP,33.32,129.49,1570736485,69.8,77,0,9.17
Doha,QA,25.29,51.53,1570736485,89.6,66,0,5.82
Podosinovets,RU,60.28,47.06,1570736485,32.74,95,97,5.21
Los Andes,CL,-32.83,-70.6,1570736486,84.2,17,75,17.22
Dukat,AL,40.25,19.57,1570736486,66.99,90,14,1.99
Ust-Kuyga,RU,70.0,135.55,1570736486,3.18,92,92,3.97
Zhaotong,CN,27.34,103.71,1570736486,47.12,95,100,4.51
Nishihara,JP,35.74,139.53,1570736486,66.0,93,90,6.93
Xuddur,SO,4.12,43.89,1570736487,74.03,83,71,12.61
Cabedelo,BR,-6.97,-34.84,1570736487,80.6,74,40,14.99
