City Name,Country,Latitude,Longitude,Date,Temp,Humidity,Cloud Coverage,Wind Speed
Pital,CO,2.27,-75.81,1570555946,69.35,68,69,3.96
Koumac,NC,-20.56,164.28,1570555946,61.79,90,52,3.39
Egvekinot,RU,66.32,-179.17,1570555947,23.99,96,99,9.95
Pinega,RU,64.7,43.39,1570555947,32.99,97,98,10.56
Henties Bay,NA,-22.12,14.28,1570555948,63.0,87,4,5.99
Charters Towers,AU,-20.07,146.27,1570555948,66.29,50,0,8.36
Moussoro,TD,13.64,16.49,1570555949,91.85,39,22,7.29
Schaffhausen,CH,47.7,8.63,1570555949,62.01,82,0,1.12
Verkhniy Uslon,RU,55.77,48.98,1570555950,37.4,93,75,4.47
Rincon,PA,8.46,-82.28,1570555951,82.4,83,40,5.82
Banjar,ID,-7.37,108.54,1570555952,69.71,93,64,2.51
Beira,ES,43.2,-8.36,1570555952,66.0,77,40,8.05
Elliot Lake,CA,46.37,-82.65,1570555953,60.8,55,1,12.75
Bilma,NE,18.69,12.92,1570555953,93.29,24,60,1.31
Kutum,SD,14.2,24.66,1570555954,81.41,44,25,6.36
Nishihara,JP,35.74,139.53,1570555954,73.0,72,90,9.17
Leh,IN,34.16,77.58,1570555955,35.87,42,85,4.08
Maniitsoq,GL,65.42,-52.9,1570555955,36.95,48,0,3.8
Ahipara,NZ,-35.17,173.16,1570555956,48.99,100,11,5.84
San Borja,BO,-14.86,-66.75,1570555957,97.25,29,0,2.34
Sirhind,IN,30.62,76.39,1570555957,75.2,88,5,2.24
Salvador,BR,-12.98,-38.48,1570555529,82.4,69,20,19.46
Burns Lake,CA,54.23,-125.76,1570555958,30.29,37,24,4.94
Buin,CL,-33.73,-70.74,1570555959,84.2,18,97,3.36
Luanda,AO,-8.83,13.24,1570555959,77.0,83,75,10.29
San Jose,HN,14.25,-87.96,1570555960,84.2,62,40,6.93
Moranbah,AU,-22.0,148.04,1570555960,71.69,37,0,9.4
Kidal,ML,18.44,1.41,1570555961,97.97,17,80,2.62
Batie,FR,45.06,5.82,1570555961,69.8,48,20,4.7
Kahului,US,20.89,-156.47,1570555962,77.0,68,1,7.94
Muzaffargarh,PK,30.08,71.19,1570555963,78.8,74,0,2.98
Mongu,ZM,-15.27,23.14,1570555963,81.77,30,35,9.01
Lafiagi,NG,8.85,5.42,1570555964,76.01,90,72,2.7
Bandipur,IN,11.67,76.63,1570555964,64.67,97,100,0.22
Loa Janan,ID,-0.58,117.09,1570555965,74.03,99,32,2.51
Alexandria,RO,43.97,25.33,1570555965,46.99,81,26,5.75
Flin Flon,CA,54.77,-101.88,1570555966,39.2,69,90,18.34
Seymchan,RU,62.93,152.39,1570555967,4.19,88,3,1.59
Bagotville,AU,-28.98,153.42,1570555967,64.4,82,90,11.41
Tandalti,SD,13.01,31.87,1570555968,92.21,35,30,7.94
Oistins,BB,13.07,-59.53,1570555968,87.8,66,20,17.22
Sonoita,US,31.68,-110.66,1570555969,87.01,39,1,10.29
Salinopolis,BR,-0.61,-47.36,1570555970,81.41,77,80,21.11
Amahai,ID,-3.31,129.0,1570555970,80.01,93,58,9.18
Port-Gentil,GA,-0.72,8.78,1570555971,80.6,83,75,13.87
Ewa Beach,US,21.32,-158.01,1570555687,77.0,73,75,4.68
Cedar City,US,37.68,-113.06,1570555972,66.2,17,1,7.92
Lander,US,42.83,-108.73,1570555972,63.0,21,1,3.36
Princeton,US,40.35,-74.66,1570555973,63.0,48,90,6.93
Mae Sai,MM,20.44,99.89,1570555973,73.4,88,0,3.36
Salalah,OM,17.01,54.1,1570555974,82.4,78,40,4.7
Itarema,BR,-2.92,-39.92,1570555975,87.53,45,25,17.69
Kavaratti,IN,10.57,72.64,1570555975,83.21,68,3,4.8
Desna,UA,50.92,30.77,1570555976,46.0,52,78,4.47
Mersing,MY,2.43,103.84,1570555976,82.67,69,10,3.21
Ixtapa,MX,20.71,-105.21,1570555977,88.0,66,20,8.05
Gimli,CA,50.63,-96.99,1570555978,63.0,49,6,8.01
Byron Bay,AU,-28.65,153.62,1570555978,66.2,82,90,11.41
Wanning,AT,48.64,13.53,1570555979,55.4,87,75,5.82
Maragogi,BR,-9.01,-35.22,1570555979,78.71,76,34,16.21
Eureka,US,40.8,-124.16,1570555978,61.0,87,1,3.36
Ginda,IN,30.69,78.49,1570555980,50.45,83,0,3.53
Bonthe,SL,7.53,-12.5,1570555981,75.47,93,100,13.32
Petatlan,MX,17.52,-101.27,1570555982,87.8,66,75,8.05
Lorengau,PG,-2.02,147.27,1570555982,83.93,72,45,8.27
Taoudenni,ML,22.68,-3.98,1570555983,94.91,7,12,11.74
Ancud,CL,-41.87,-73.83,1570555983,53.6,66,75,10.29
Hun,BE,50.34,4.87,1570555984,57.2,87,20,12.75
Beloha,MG,-25.17,45.06,1570555987,81.59,36,0,3.4
Shenzhen,CN,22.54,114.05,1570555988,84.0,74,40,11.18
Brenham,US,30.17,-96.4,1570555806,80.01,53,1,4.7
Vysokogornyy,RU,50.1,139.13,1570555989,37.49,97,99,2.1
Canavieiras,BR,-15.68,-38.95,1570555990,82.4,74,20,9.17
Esmeraldas,BR,-19.76,-44.31,1570555990,86.0,39,40,4.7
Annau,TM,37.89,58.52,1570555991,71.6,53,50,6.76
Bitung,ID,1.44,125.19,1570555992,73.4,94,40,1.81
Tandil,AR,-37.33,-59.14,1570555992,75.0,20,26,1.99
Waipawa,NZ,-39.94,176.59,1570555993,54.0,79,60,11.99
Gizo,IL,31.8,34.94,1570555993,79.0,73,51,14.12
Dong Hoi,VN,17.48,106.6,1570555994,74.93,91,43,2.55
Patamundai,IN,20.57,86.57,1570555995,77.99,87,0,4.79
Zhigalovo,RU,54.81,105.15,1570555995,26.51,91,50,5.53
Shingu,JP,33.72,135.99,1570555996,51.17,92,45,8.52
Beringovskiy,RU,63.05,179.32,1570555996,32.99,68,98,16.23
Antofagasta,CL,-23.65,-70.4,1570555997,60.8,67,0,11.41
Tamandare,BR,-8.28,-70.75,1570555997,93.47,38,41,2.04
Puerto Quijarro,BO,-19.0,-57.72,1570555998,89.6,55,40,5.82
Port Hedland,AU,-20.31,118.58,1570555999,69.8,88,0,4.7
Katsuura,JP,33.93,134.5,1570555515,64.4,68,20,6.93
Broome,GB,52.47,1.45,1570556000,57.2,82,40,5.82
Coria,ES,39.98,-6.54,1570556000,73.0,51,43,3.11
Marquette,US,46.54,-87.4,1570556001,66.99,45,5,17.22
Dunhua,CN,43.37,128.23,1570556001,38.75,47,0,9.91
Vaitape,PF,-16.52,-151.75,1570556002,77.63,83,80,21.56
Afyonkarahisar,TR,38.76,30.53,1570556002,53.51,85,60,5.39
Mago,RU,53.27,140.15,1570556003,39.29,96,90,1.21
Muros,ES,42.77,-9.06,1570556004,66.0,77,75,8.05
Erzin,TR,36.95,36.2,1570556005,78.01,73,0,3.36
Margate,AU,-43.03,147.26,1570556005,46.0,75,75,10.29
Yenagoa,NG,4.92,6.26,1570555795,73.49,97,100,3.31
Otradnoye,RU,59.77,30.8,1570556006,39.99,86,75,8.95
Ovsyanka,RU,53.58,126.91,1570556006,34.61,61,92,2.41
Riyadh,SA,24.63,46.72,1570556007,89.6,25,0,5.82
Fraga,ES,41.52,0.35,1570556009,78.8,31,0,1.12
Pareora,NZ,-44.49,171.21,1570556009,51.01,96,100,3.0
Khambhat,IN,22.32,72.62,1570556010,83.21,60,0,5.03
Keningau,MY,5.33,116.16,1570556010,77.0,88,75,5.82
Gazli,UZ,40.13,63.45,1570556011,65.93,24,0,9.93
Orsha,BY,54.51,30.43,1570556012,37.4,100,75,6.71
Saint-Paul,FR,45.22,1.9,1570556012,66.2,63,0,2.24
Dauphin,CA,51.15,-100.04,1570556013,62.6,48,1,18.34
Vila,IT,45.18,8.4,1570556013,64.4,72,0,1.12
Methven,NZ,-43.63,171.65,1570556014,51.01,85,83,5.32
Kalabo,ZM,-15.0,22.67,1570556014,79.43,30,41,2.24
Alugan,PH,12.22,125.48,1570556015,75.11,95,87,0.63
Mahajanga,MG,-15.72,46.32,1570556015,84.2,45,20,13.87
Krasnovishersk,RU,60.4,57.08,1570556016,35.69,86,19,5.12
Peace River,CA,56.23,-117.29,1570556016,26.6,53,75,18.34
Bojnurd,IR,37.47,57.33,1570556017,64.4,52,73,4.7
Jiayuguan,CN,39.77,98.29,1570556018,53.87,35,98,9.93
Kruisfontein,ZA,-34.0,24.73,1570556018,55.67,94,1,2.06
Tottori,JP,35.5,134.23,1570556019,56.93,73,30,6.4
Xinqing,CN,48.28,129.53,1570556019,32.63,66,0,5.39
Upata,VE,8.02,-62.41,1570556020,83.39,79,80,1.43
Rundu,NA,-17.91,19.77,1570556020,95.0,10,0,4.7
Nurota,UZ,40.56,65.69,1570556021,64.4,30,0,4.7
Ikornnes,NO,62.39,6.56,1570556021,46.4,87,75,11.41
Kuminskiy,RU,58.67,66.57,1570556022,47.39,91,99,3.36
Rio Gallegos,AR,-51.62,-69.22,1570556022,51.8,23,75,31.09
La Roche-sur-Yon,FR,46.67,-1.43,1570556023,60.8,77,75,8.05
Kirsanov,RU,52.65,42.73,1570556023,34.61,92,79,4.27
Viedma,AR,-40.81,-62.99,1570556024,63.77,28,39,16.51
Tommot,RU,58.97,126.27,1570556025,25.25,96,96,1.01
Phan Thiet,VN,10.93,108.1,1570556025,74.03,87,92,2.13
Kevelaer,DE,51.58,6.25,1570556026,59.0,87,20,5.82
Santo Antonio do Ica,BR,-3.1,-67.94,1570556026,95.09,39,34,3.61
Eyl,SO,7.98,49.82,1570556027,79.97,83,0,7.83
Coahuayana,MX,18.62,-100.35,1570556027,82.67,73,96,2.84
Marystown,CA,47.17,-55.16,1570556028,52.79,93,100,19.92
Dolinsk,RU,47.32,142.8,1570556028,55.4,100,75,8.95
Ambon,FR,47.55,-2.56,1570556029,61.0,77,75,10.29
Krechevitsy,RU,58.62,31.4,1570556029,39.11,85,54,11.02
Tynda,RU,55.15,124.74,1570556030,29.03,91,83,2.06
Phimai,TH,15.22,102.49,1570556030,76.19,88,100,6.67
Fengzhen,CN,40.43,113.15,1570556031,44.33,49,40,2.02
Ganzhou,CN,25.86,114.93,1570555520,66.11,84,3,4.41
Jacareacanga,BR,-6.22,-57.76,1570556032,93.2,56,40,5.82
Correntina,BR,-13.34,-44.63,1570556032,87.53,35,46,5.39
Cap Malheureux,MU,-19.98,57.61,1570556033,73.4,69,40,14.99
Vestmannaeyjar,IS,63.44,-20.27,1570556034,50.0,93,75,6.93
Atagay,RU,55.1,99.39,1570556034,32.45,93,96,6.02
Torquay,GB,50.47,-3.52,1570556035,57.0,76,20,11.41
Belaya Gora,RU,68.54,146.19,1570556035,11.03,87,75,3.53
Namatanai,PG,-3.66,152.44,1570556036,78.53,86,57,11.43
Nirmali,IN,26.31,86.57,1570556036,74.93,87,0,5.41
Laguna,BZ,16.17,-88.94,1570556037,86.0,79,75,4.7
Villiers,ZA,-27.03,28.6,1570556037,65.03,16,0,5.1
Maloy,ID,1.0,118.1,1570556038,73.13,96,62,1.41
